Date,Close,High,Low,Open,Volume,log_return,volatility_21d,volatility_annualized
2022-06-09,7476.2001953125,7593.0,7472.2998046875,7593.0,771939100,-0.015502102597104415,0.011234119846647054,0.17833612387753908
2022-06-10,7317.5,7476.2001953125,7294.2001953125,7476.2001953125,911375600,-0.021455928050088426,0.012299277026705444,0.19524496991131518
2022-06-13,7205.7998046875,7317.5,7174.0,7317.5,980090400,-0.015382509396975398,0.01233639435319552,0.19583418920266116
2022-06-14,7187.5,7271.89990234375,7135.2001953125,7205.7998046875,864847700,-0.002542824063459646,0.011874650847206597,0.18850423828458665
2022-06-15,7273.39990234375,7313.7001953125,7186.5,7187.5,1089092800,0.011880438047688607,0.010741494181772891,0.1705159338853098
2022-06-16,7045.0,7273.39990234375,7039.5,7273.39990234375,1162889200,-0.03190569882051383,0.012540586849083615,0.19907564458489405
2022-06-17,7016.2998046875,7130.60009765625,6998.2001953125,7045.0,1908921300,-0.004082159624815188,0.012334595871393007,0.19580563918913962
2022-06-20,7121.7998046875,7129.60009765625,7016.2001953125,7016.2998046875,666757200,0.014924489311414536,0.012821561394124577,0.20353597721040145
2022-06-21,7152.10009765625,7193.89990234375,7119.2998046875,7121.7998046875,580244500,0.004245558493336111,0.012323986046839154,0.19563721344579849
2022-06-22,7089.2001953125,7152.10009765625,7030.0,7152.10009765625,1204359700,-0.008833506781020802,0.012068288242802518,0.19157813664420087
2022-06-23,7020.5,7115.7998046875,7014.2001953125,7089.2001953125,763870700,-0.009738086176998279,0.011393953511438433,0.18087340464658339
2022-06-24,7208.7998046875,7211.10009765625,7016.0,7020.5,772223900,0.026468034272508687,0.01310392799218682,0.20801840799254562
2022-06-27,7258.2998046875,7284.5,7208.5,7208.7998046875,802411400,0.006843139883490644,0.013154698741160846,0.20882436864651618
2022-06-28,7323.39990234375,7362.39990234375,7258.2998046875,7258.2998046875,735789800,0.008929072946303582,0.013267226188936209,0.21061068650141068
2022-06-29,7312.2998046875,7345.5,7263.5,7323.39990234375,718640800,-0.001516852628400757,0.013231301968262579,0.2100404071777333
2022-06-30,7169.2998046875,7312.2998046875,7110.7001953125,7312.2998046875,903650800,-0.019749841453615177,0.013765222962957771,0.2185161402080516
2022-07-01,7168.7001953125,7214.7998046875,7101.39990234375,7169.2998046875,677216200,-8.363919310213807e-05,0.013752381395383423,0.21831228664257588
2022-07-04,7232.7001953125,7258.5,7168.7001953125,7168.7001953125,420674600,0.008888083045574207,0.013880934491855053,0.2203530037837632
2022-07-05,7025.5,7260.2998046875,7016.7998046875,7232.7001953125,1105144500,-0.02906605038106109,0.014792309263808574,0.23482062977036655
2022-07-06,7107.7998046875,7198.7001953125,7025.39990234375,7025.5,933905000,0.01164635804359683,0.015166021980080215,0.24075313522458977
2022-07-07,7189.10009765625,7213.10009765625,7107.7998046875,7107.7998046875,1108987400,0.011373258521559584,0.015490629387357822,0.2459061180649058
2022-07-08,7196.2001953125,7210.60009765625,7129.2001953125,7189.10009765625,604222100,0.0009871324321630058,0.015219630904218948,0.24160415051253867
2022-07-11,7196.60009765625,7204.10009765625,7097.39990234375,7196.2001953125,676893400,5.556977595930116e-05,0.014540558167819148,0.23082420501671072
